wavelength [nm],min loss [dB],max loss [dB]
1565.334578546915,-12.1965517,-56.5989708
1565.3358851203568,-12.2160742,-66.169517
1565.3371916959798,-12.2719266,-60.1350398
1565.338498273784,-12.2523918,-56.0630811
1565.3398048537692,-12.2269439,-58.8610744
1565.3411114359358,-12.2021653,-59.8818475
1565.3424180202835,-12.1783065,-53.0201028
1565.3437246068124,-12.2744641,-53.3646911
1565.3450311955226,-12.3284065,-54.6364261
1565.3463377864139,-12.3025684,-56.5947632
1565.3476443794864,-12.3294729,-56.2942232
1565.3489509747403,-12.3247518,-68.1763394
1565.3502575721752,-12.3299952,-54.635978
1565.3515641717916,-12.3757035,-60.2846758
1565.352870773589,-12.3357966,-64.7299803
1565.3541773775678,-12.3070732,-59.3872264
1565.3554839837277,-12.4003343,-63.7704006
1565.356790592069,-12.4344152,-57.046741
1565.3580972025916,-12.3357759,-61.7396979
1565.3594038152953,-12.3145423,-52.6397423
1565.3607104301805,-12.4053623,-47.2310173
1565.3620170472468,-12.4451182,-56.4142755
1565.3633236664944,-12.4076917,-54.3811506
1565.3646302879233,-12.4160973,-48.7262839
1565.3659369115335,-12.4823158,-50.7532048
1565.367243537325,-12.4328589,-54.1857457
1565.3685501652978,-12.3558738,-53.385351
1565.369856795452,-12.4138231,-53.0372235
1565.3711634277875,-12.4101223,-60.2849554
1565.3724700623043,-12.3502889,-52.1495244
1565.3737766990023,-12.39781,-53.6385857
1565.375083337882,-12.4473845,-51.5075198
1565.3763899789426,-12.454748,-50.0252994
1565.3776966221849,-12.4533352,-52.4230577
1565.3790032676084,-12.4527852,-71.4930356
1565.3803099152133,-12.4465737,-55.7160446
1565.3816165649994,-12.4272474,-56.8124376
1565.382923216967,-12.4553254,-52.5829867
1565.384229871116,-12.4915262,-51.7097082
1565.3855365274462,-12.5017754,-59.6222453
1565.386843185958,-12.5033,-58.2158386
1565.388149846651,-12.4878567,-50.8078793
1565.3894565095256,-12.4987276,-50.3163771
1565.3907631745815,-12.4930015,-53.7376577
1565.392069841819,-12.4619126,-56.608641
1565.3933765112374,-12.4940129,-53.5386642
1565.3946831828378,-12.5539913,-53.55914
1565.3959898566193,-12.5615003,-57.0015337
1565.3972965325822,-12.5082344,-52.1884941
1565.3986032107266,-12.4973083,-53.3435132
1565.3999098910526,-12.5342577,-55.3629012
1565.4012165735596,-12.4970543,-54.5991246
1565.4025232582485,-12.4983732,-74.0895045
1565.4038299451188,-12.5547247,-59.1177161
1565.4051366341705,-12.5036688,-63.6299125
1565.4064433254034,-12.488419,-54.6584979
1565.4077500188182,-12.5662745,-52.3123294
1565.4090567144142,-12.5396961,-54.6537613
1565.4103634121918,-12.5095222,-52.2582389
1565.411670112151,-12.6080421,-55.4636785
1565.4129768142914,-12.6344811,-54.5793488
1565.4142835186133,-12.5589377,-52.9631846
1565.415590225117,-12.5992169,-58.8275902
1565.416896933802,-12.6429051,-52.4972006
1565.4182036446687,-12.5824042,-58.6703962
1565.4195103577167,-12.5861271,-65.0068272
1565.4208170729464,-12.6132728,-51.0618755
1565.4221237903573,-12.6466724,-49.2366654
1565.4234305099503,-12.6595957,-51.8294562
1565.4247372317243,-12.5784888,-52.9612795
1565.4260439556801,-12.5780035,-59.5129736
1565.4273506818174,-12.5880646,-73.8003232
1565.4286574101363,-12.5341285,-62.3946416
1565.4299641406367,-12.5460391,-54.6710857
1565.431270873319,-12.5477837,-56.0396919
1565.4325776081823,-12.5920239,-58.5956631
1565.4338843452276,-12.6072575,-55.922392
1565.4351910844543,-12.5872549,-57.7987092
1565.436497825863,-12.6566698,-55.7647102
1565.4378045694527,-12.5517141,-59.8090716
1565.4391113152244,-12.511013,-55.5538914
1565.4404180631775,-12.6257783,-54.7556234
1565.4417248133122,-12.5443788,-50.0190658
1565.4430315656286,-12.5982678,-60.5065902
1565.4443383201267,-12.6606108,-60.2265551
1565.4456450768062,-12.5619954,-57.6887471
1565.4469518356677,-12.6549307,-53.8602801
1565.4482585967105,-12.6323993,-60.8858837
1565.4495653599351,-12.5419445,-62.6678729
1565.4508721253412,-12.6247441,-52.2349798
1565.4521788929294,-12.6380558,-53.6892061
1565.4534856626988,-12.6467101,-58.6851607
1565.45479243465,-12.6121685,-56.3042537
1565.456099208783,-12.576216,-57.7734438
1565.4574059850975,-12.6697712,-60.4219047
1565.458712763594,-12.661999,-52.1820342
1565.4600195442717,-12.6066064,-59.1603903
1565.4613263271315,-12.6221584,-57.7433328
1565.4626331121726,-12.623505,-52.6280737
1565.4639398993959,-12.6376738,-57.0844741
1565.4652466888006,-12.647901,-60.456259
1565.4665534803871,-12.6372797,-55.0982968
1565.467860274155,-12.6636931,-56.1119108
1565.4691670701052,-12.7258215,-51.6118658
1565.4704738682367,-12.7128494,-53.6985509
1565.4717806685503,-12.6750193,-65.0180528
1565.4730874710453,-12.6907797,-63.2272484
1565.4743942757223,-12.6778501,-64.3674104
1565.4757010825808,-12.6960016,-52.5929708
1565.4770078916215,-12.7725758,-60.1595264
1565.4783147028436,-12.8372175,-53.0538453
1565.4796215162476,-12.8034473,-55.9028946
1565.4809283318332,-12.7092996,-58.6280691
1565.482235149601,-12.7693408,-54.5470786
1565.48354196955,-12.8004212,-53.5909876
1565.484848791681,-12.7406618,-55.5946232
1565.486155615994,-12.8036272,-55.1236856
1565.4874624424888,-12.8039654,-69.9078789
1565.4887692711652,-12.8031106,-58.9127558
1565.4900761020235,-12.8665996,-52.1782875
1565.4913829350637,-12.8135171,-57.3390122
1565.4926897702858,-12.8181177,-58.5835755
1565.4939966076895,-12.8780769,-56.31396
1565.495303447275,-12.8743206,-57.3286223
1565.4966102890426,-12.8565135,-55.179574
1565.497917132992,-12.8234957,-57.4350574
1565.4992239791231,-12.8708334,-72.3391251
1565.5005308274363,-12.9277599,-53.0229571
1565.501837677931,-12.8827762,-50.8465097
1565.5031445306079,-12.8619769,-54.2448324
1565.5044513854664,-12.8954114,-62.2683448
1565.5057582425072,-12.9487163,-53.2867118
1565.5070651017295,-12.987133,-54.283606
1565.5083719631339,-12.9935941,-55.4754946
1565.50967882672,-13.0199963,-55.9496849
1565.5109856924882,-13.0233103,-55.0828239
1565.5122925604383,-13.029088,-50.5540457
1565.5135994305701,-13.0995207,-48.5180985
1565.514906302884,-13.0834129,-51.2277779
1565.5162131773798,-13.0291715,-54.9838775
1565.5175200540575,-13.1092026,-53.8477538
1565.5188269329171,-13.1345702,-51.8447718
1565.5201338139586,-13.0956526,-55.4129212
1565.5214406971825,-13.1588072,-72.1429887
1565.5227475825877,-13.1769959,-56.0314304
1565.5240544701753,-13.1622991,-58.1579987
1565.5253613599446,-13.1921606,-62.9607582
1565.5266682518961,-13.176191,-61.0104276
1565.5279751460293,-13.1916597,-61.9465661
1565.529282042345,-13.2386139,-57.1312532
1565.530588940842,-13.2320372,-62.9485677
1565.5318958415214,-13.2992124,-51.9176378
1565.5332027443828,-13.4137222,-50.0977712
1565.5345096494261,-13.3871653,-63.5530673
1565.5358165566513,-13.3698375,-52.3779994
1565.5371234660588,-13.4509797,-51.3455605
1565.5384303776482,-13.4305046,-60.7702747
1565.5397372914194,-13.452364,-64.6343706
1565.541044207373,-13.5488922,-54.3573896
1565.5423511255083,-13.5238364,-65.0693444
1565.5436580458259,-13.5745359,-56.3421788
1565.5449649683253,-13.6223975,-54.8451287
1565.546271893007,-13.5759597,-56.1372667
1565.5475788198705,-13.6450778,-51.3509997
1565.5488857489163,-13.6419268,-56.42085
1565.550192680144,-13.6756207,-55.0222063
1565.551499613554,-13.8379291,-53.9771864
1565.5528065491458,-13.7994113,-53.3674833
1565.5541134869197,-13.8294997,-54.0172777
1565.5554204268758,-13.9615164,-53.1505749
1565.556727369014,-13.9101926,-51.3068931
1565.5580343133342,-13.9078816,-59.890729
1565.5593412598366,-13.9527908,-58.4729218
1565.5606482085211,-13.9722374,-49.2939679
1565.561955159388,-14.0127312,-58.0317957
1565.5632621124364,-14.0172017,-61.1970275
1565.5645690676674,-14.0910454,-65.1802585
1565.5658760250803,-14.1477076,-67.9134994
1565.5671829846756,-14.1943073,-62.2659241
1565.5684899464527,-14.3009894,-54.9617132
1565.5697969104122,-14.2899081,-62.0272897
1565.5711038765537,-14.3611638,-71.7732836
1565.5724108448776,-14.4937003,-51.4054321
1565.5737178153834,-14.4818291,-53.1793964
1565.5750247880715,-14.5646516,-52.8991027
1565.5763317629417,-14.6419606,-58.4467499
1565.5776387399942,-14.6241375,-52.9855526
1565.5789457192286,-14.6900595,-55.5796886
1565.5802527006456,-14.7825294,-46.634313
1565.5815596842444,-14.9397945,-59.8391176
1565.5828666700259,-15.0041295,-51.3690255
1565.5841736579891,-14.9704717,-54.2362954
1565.585480648135,-15.0732161,-63.8525585
1565.5867876404627,-15.0882541,-52.85783
1565.5880946349728,-15.1126451,-65.0181596
1565.589401631665,-15.3029028,-52.511816
1565.5907086305397,-15.3798171,-47.9740478
1565.5920156315963,-15.4514393,-54.0357966
1565.5933226348354,-15.5506785,-48.4814778
1565.5946296402567,-15.5893562,-54.5123368
1565.5959366478603,-15.7505805,-54.5072522
1565.597243657646,-15.9042064,-49.9995649
1565.5985506696143,-15.9595753,-62.7213656
1565.5998576837644,-16.0360408,-53.1714565
1565.6011647000973,-16.0871625,-48.1609861
1565.6024717186122,-16.1748832,-51.6759127
1565.6037787393095,-16.2361455,-51.2069554
1565.6050857621888,-16.2833385,-59.6522814
1565.6063927872508,-16.4309897,-56.3580517
1565.6076998144947,-16.5411082,-53.144419
1565.6090068439214,-16.6399619,-50.957804
1565.61031387553,-16.7579714,-46.7953388
1565.6116209093211,-16.8737296,-49.7293948
1565.6129279452946,-17.0032533,-48.1023693
1565.6142349834504,-17.0290549,-52.6681504
1565.6155420237885,-17.1306096,-54.2508877
1565.6168490663088,-17.2471778,-49.7781621
1565.6181561110118,-17.2572305,-49.3990348
1565.6194631578967,-17.4421584,-51.9073138
1565.6207702069644,-17.4811455,-51.1115672
1565.6220772582142,-17.41422,-54.3297121
1565.6233843116465,-17.6084717,-50.7622132
1565.624691367261,-17.7316062,-49.8537785
1565.625998425058,-17.8215583,-47.4004974
1565.6273054850374,-17.9001098,-50.2944529
1565.6286125471993,-17.855948,-54.6171648
1565.6299196115433,-17.9104954,-50.8167533
1565.63122667807,-17.9806645,-56.734687
1565.6325337467788,-18.0035814,-54.8906828
1565.6338408176705,-18.0187288,-54.1111413
1565.635147890744,-18.049457,-50.2632993
1565.6364549660007,-18.1325617,-46.6346871
1565.6377620434391,-18.119169,-57.5817873
1565.6390691230604,-18.0331407,-59.2653671
1565.640376204864,-17.9443424,-50.3991667
1565.6416832888501,-17.9416662,-53.4905448
1565.6429903750184,-18.034885,-49.6500197
1565.6442974633694,-17.9177322,-58.0066526
1565.6456045539028,-17.8009003,-58.6839968
1565.6469116466187,-17.8739565,-48.9829101
1565.648218741517,-17.7350051,-53.6995379
1565.649525838598,-17.6299891,-60.8603892
1565.6508329378612,-17.7227094,-53.6070442
1565.6521400393071,-17.5454131,-55.7578747
1565.6534471429354,-17.4748325,-53.0924461
1565.6547542487463,-17.5426162,-53.1794636
1565.6560613567397,-17.3183632,-51.6385282
1565.6573684669156,-17.2890156,-50.7276765
1565.658675579274,-17.2646831,-51.9603757
1565.6599826938148,-17.0595952,-52.7941841
1565.6612898105382,-17.088702,-47.7659569
1565.6625969294444,-17.0241062,-49.3155813
1565.6639040505327,-16.9038472,-51.4164341
1565.6652111738038,-16.7841686,-58.9151963
1565.6665182992574,-16.5908959,-57.9383308
1565.6678254268936,-16.5751921,-59.5047036
1565.6691325567124,-16.3832736,-57.5908963
1565.6704396887137,-16.255677,-60.9505249
1565.6717468228974,-16.3279914,-60.9420452
1565.673053959264,-16.1169369,-55.7417915
1565.674361097813,-15.98882,-70.9415646
1565.6756682385449,-15.9432977,-57.19131
1565.676975381459,-15.8678023,-55.9913727
1565.678282526556,-15.8877976,-65.7062644
1565.6795896738352,-15.7232446,-54.3079216
1565.6808968232974,-15.5858025,-52.725625
1565.682203974942,-15.5342307,-62.3315965
1565.6835111287694,-15.4307623,-57.07597
1565.6848182847793,-15.3316181,-62.4441154
1565.6861254429718,-15.2579971,-57.4232907
1565.6874326033474,-15.3049474,-51.3062974
1565.688739765905,-15.1582637,-74.9549152
1565.6900469306454,-15.0237524,-60.5503804
1565.6913540975688,-15.1320645,-62.7793787
1565.6926612666746,-14.9323474,-52.0791012
1565.6939684379631,-14.8170104,-63.8579455
1565.6952756114345,-14.9393227,-56.4129014
1565.6965827870881,-14.8005423,-53.9887913
1565.6978899649248,-14.7284904,-56.617455
1565.6991971449438,-14.7012829,-59.6775977
1565.700504327146,-14.490457,-60.4812528
1565.7018115115304,-14.4221992,-64.5430208
1565.703118698098,-14.4930618,-51.7433198
1565.704425886848,-14.4092256,-50.415108
1565.7057330777807,-14.2591587,-51.4350922
1565.7070402708962,-14.2791948,-53.2417197
1565.7083474661945,-14.2835461,-62.4310191
1565.7096546636753,-14.1729743,-52.2148433
1565.7109618633392,-14.1251171,-51.3252609
1565.7122690651854,-14.0814115,-65.2810906
1565.7135762692149,-14.050019,-60.5058387
1565.7148834754266,-14.0260771,-57.7624226
1565.7161906838214,-13.9539987,-57.2907598
1565.7174978943988,-13.9214767,-52.3150741
1565.7188051071591,-13.9100023,-51.7462102
1565.720112322102,-13.8680953,-64.2769715
1565.721419539228,-13.7987637,-58.9641045
1565.7227267585365,-13.7657587,-65.7435713
1565.724033980028,-13.7668046,-57.9888987
1565.725341203702,-13.7257088,-55.2453306
1565.7266484295592,-13.6659533,-54.4110016
1565.7279556575988,-13.5864439,-75.7819266
1565.7292628878215,-13.591871,-61.4195065
1565.730570120227,-13.6377996,-49.490645
1565.7318773548152,-13.5469613,-55.3444819
1565.7331845915862,-13.4766829,-60.7321009
1565.7344918305403,-13.4042337,-70.3123631
1565.735799071677,-13.2999502,-72.2867463
1565.7371063149967,-13.3591223,-57.7497573
1565.738413560499,-13.3691744,-64.4466595
1565.7397208081845,-13.2749542,-52.1962996
1565.7410280580527,-13.2871533,-64.9620692
1565.742335310104,-13.2578657,-56.9557864
1565.7436425643377,-13.177751,-55.4643639
1565.7449498207548,-13.1967749,-52.638901
1565.7462570793543,-13.2061646,-55.1066507
1565.747564340137,-13.1656425,-81.4469502
1565.7488716031023,-13.1627543,-51.8922548
1565.750178868251,-13.1970414,-52.4549973
1565.7514861355821,-13.1824585,-54.7233959
1565.7527934050966,-13.0749637,-56.7561384
1565.7541006767935,-13.0114333,-59.9490696
1565.7554079506738,-13.0090573,-57.7271174
1565.7567152267366,-13.0215976,-57.9382419
1565.7580225049828,-13.0862071,-54.5758507
1565.7593297854116,-13.020671,-56.1966177
1565.7606370680235,-12.9293115,-54.7403331
1565.761944352818,-12.9779421,-65.5322377
1565.763251639796,-12.9214626,-58.6657437
1565.7645589289566,-12.8774557,-69.2165171
1565.7658662203005,-12.9419318,-55.6830193
1565.7671735138272,-12.9360946,-61.4901785
1565.7684808095369,-12.9410526,-54.2455958
1565.7697881074296,-12.897143,-53.6308578
1565.771095407505,-12.8361193,-65.964723
1565.7724027097638,-12.8626543,-58.0175716
1565.7737100142053,-12.8204017,-60.6030896
1565.7750173208299,-12.7509515,-57.2288941
1565.7763246296374,-12.7602762,-52.7504037
1565.7776319406282,-12.8238181,-56.6747349
1565.7789392538018,-12.8145673,-52.9695679
1565.7802465691586,-12.71691,-58.0696417
1565.7815538866982,-12.76317,-64.3796264
1565.782861206421,-12.8264231,-51.7467192
1565.784168528327,-12.7640154,-69.2103442
1565.7854758524159,-12.7660324,-55.5148977
1565.7867831786878,-12.7540528,-47.9657863
1565.788090507143,-12.7032753,-51.8708985
1565.7893978377808,-12.7446352,-62.5826742
1565.790705170602,-12.7639182,-52.4868064
1565.7920125056062,-12.7214751,-70.6272286
1565.7933198427936,-12.7046067,-62.5506144
1565.7946271821638,-12.6935077,-50.672178
1565.7959345237175,-12.7225851,-55.7560734
1565.797241867454,-12.7406575,-56.8180354
1565.7985492133737,-12.6882554,-55.4308705
1565.7998565614764,-12.6983289,-54.4197496
1565.8011639117624,-12.6715075,-54.5571259
1565.8024712642314,-12.6251942,-52.4109421
1565.8037786188836,-12.6811138,-58.4070451
1565.8050859757188,-12.6452248,-50.0630206
1565.8063933347373,-12.6444618,-52.7317973
1565.8077006959388,-12.6517238,-65.1693591
1565.8090080593238,-12.5416298,-52.9905237
1565.8103154248915,-12.6276306,-62.494387
1565.8116227926428,-12.6627503,-53.1081506
1565.8129301625768,-12.5434611,-51.8578662
1565.8142375346943,-12.5805605,-60.9609507
1565.8155449089948,-12.6305767,-58.2017704
1565.8168522854787,-12.6550722,-55.9637827
1565.8181596641455,-12.6305761,-60.9556985
1565.8194670449957,-12.624189,-50.757462
1565.820774428029,-12.695444,-52.0422347
1565.8220818132456,-12.6370861,-66.4806854
1565.8233892006451,-12.6543728,-54.9234724
1565.8246965902283,-12.6775319,-60.3591397
1565.8260039819943,-12.6048013,-51.8939195
1565.8273113759437,-12.6809856,-51.3874887
1565.8286187720764,-12.6563273,-52.7778563
1565.8299261703924,-12.5582416,-53.6043543
1565.8312335708913,-12.5577163,-59.2964914
1565.8325409735737,-12.5762042,-54.7978667
1565.8338483784394,-12.6689821,-50.0492397
1565.8351557854883,-12.6321631,-53.0906772
1565.8364631947204,-12.5419808,-58.897858
1565.8377706061358,-12.6019273,-53.8393732
1565.8390780197344,-12.6271601,-52.6274575
1565.8403854355165,-12.622945,-54.2074167
1565.8416928534818,-12.5899502,-50.802805
1565.8430002736302,-12.5359595,-57.1211481
1565.844307695962,-12.5685746,-66.2071407
1565.8456151204773,-12.5820218,-72.9239192
1565.8469225471758,-12.525611,-61.4280035
1565.8482299760574,-12.5011591,-58.815281
1565.8495374071226,-12.5587956,-62.3494225
1565.8508448403709,-12.5834399,-73.6080035
1565.8521522758028,-12.5645368,-53.723405
1565.8534597134178,-12.5765537,-55.715923
1565.8547671532162,-12.5630711,-66.2875572
1565.856074595198,-12.5628267,-66.3552832
1565.857382039363,-12.5765677,-57.9602763
1565.8586894857115,-12.5542903,-56.6528455
1565.8599969342436,-12.5551707,-58.5975718
1565.8613043849587,-12.5854372,-55.148244
1565.8626118378572,-12.5758928,-60.7504057
1565.863919292939,-12.5105759,-64.1176728
1565.8652267502046,-12.5160708,-56.3440129
1565.866534209653,-12.5740992,-51.3879763
1565.8678416712853,-12.5700625,-59.4751533
1565.8691491351008,-12.535443,-57.2169467
1565.8704566011,-12.4905266,-54.4597623
1565.871764069282,-12.5003114,-53.0126134
1565.873071539648,-12.5307493,-53.2086026
1565.874379012197,-12.5453713,-52.0773782
1565.8756864869297,-12.5402076,-53.320019
1565.8769939638457,-12.4880366,-64.5697128
1565.8783014429453,-12.5477714,-52.5193597
1565.879608924228,-12.5134683,-52.0233242
1565.8809164076947,-12.4068409,-68.9742633
1565.8822238933444,-12.516639,-58.7917883
1565.8835313811778,-12.4596276,-60.6944348
1565.8848388711945,-12.37872,-61.3647491
1565.8861463633948,-12.4907724,-56.9010772
1565.8874538577784,-12.4437791,-56.1342503
1565.8887613543457,-12.4390263,-62.3266307
1565.8900688530962,-12.4893849,-60.5781005
1565.8913763540306,-12.5024838,-53.9111848
1565.892683857148,-12.5439519,-54.3158945
1565.8939913624495,-12.4356417,-69.8138536
1565.8952988699339,-12.3943049,-52.1851018
1565.8966063796022,-12.4520271,-63.2876993
1565.897913891454,-12.4280559,-60.3582257
1565.8992214054892,-12.395059,-54.9904227
1565.900528921708,-12.3451239,-58.794929
1565.9018364401104,-12.3704831,-59.9198318
1565.903143960696,-12.39697,-52.8722762
1565.9044514834657,-12.3750721,-53.3579632
1565.9057590084185,-12.3709593,-68.5574042
1565.9070665355553,-12.3488347,-58.6276331
1565.9083740648753,-12.3947023,-71.944442
1565.909681596379,-12.3612355,-60.4337185
1565.9109891300661,-12.3020227,-56.3502224
1565.912296665937,-12.3733518,-56.9658031
1565.9136042039913,-12.3490404,-55.114466
1565.9149117442296,-12.3586294,-55.6271171
1565.916219286651,-12.3911822,-54.1685699
1565.9175268312563,-12.318312,-66.2802351
1565.918834378045,-12.3508677,-51.3299578
1565.9201419270175,-12.3583903,-48.3482008
1565.9214494781738,-12.3325409,-52.5464142
1565.9227570315134,-12.3943824,-55.1910634
1565.9240645870368,-12.3741045,-69.1340361
1565.9253721447435,-12.3261106,-64.4324283
1565.9266797046344,-12.3066291,-53.0360985
1565.9279872667084,-12.283489,-50.5544052
1565.9292948309665,-12.3051757,-54.580267
1565.9306023974077,-12.3268352,-54.4499247
1565.9319099660331,-12.3361549,-60.2244627
1565.933217536842,-12.3775008,-55.6545923
1565.9345251098346,-12.4042198,-50.110454
1565.9358326850106,-12.3368224,-58.0964916
1565.9371402623708,-12.266994,-62.7901507
1565.9384478419142,-12.3044714,-68.0454504
1565.9397554236416,-12.3502117,-60.1693573
1565.9410630075524,-12.3439797,-50.685723
1565.9423705936474,-12.3266023,-56.537848
1565.9436781819256,-12.3025408,-57.9388802
1565.944985772388,-12.3156168,-58.0598666
1565.9462933650336,-12.3583075,-71.1174756
1565.9476009598634,-12.3477105,-55.6702315
1565.9489085568766,-12.3453096,-50.670585
1565.9502161560738,-12.3836025,-54.3693707
1565.9515237574544,-12.3725127,-50.9084513
1565.9528313610192,-12.3723227,-50.3989095
1565.9541389667675,-12.3820192,-52.5653652
1565.9554465746996,-12.3469724,-52.5169236
1565.9567541848153,-12.3673214,-72.1646285
1565.958061797115,-12.3834659,-57.0331132
1565.9593694115983,-12.304356,-50.5549118
1565.9606770282658,-12.3137698,-62.0212496
1565.9619846471167,-12.3980157,-53.5651629
1565.9632922681515,-12.3343725,-54.6109423
1565.96459989137,-12.3076939,-58.4604399
1565.9659075167724,-12.4012469,-52.5963551
1565.9672151443585,-12.3398589,-56.3045109
1565.9685227741286,-12.2857924,-53.2529784
1565.9698304060823,-12.3695242,-48.4486982
1565.9711380402202,-12.3515295,-58.6093973
1565.9724456765416,-12.3126344,-57.0028892
1565.973753315047,-12.3355891,-50.9252083
1565.9750609557361,-12.3369272,-58.6612996
1565.9763685986093,-12.3080812,-63.1677365
1565.9776762436659,-12.3009244,-52.4096242
1565.9789838909069,-12.3582858,-53.9703653
1565.9802915403313,-12.353325,-61.2508182
1565.98159919194,-12.3195913,-60.637871
1565.9829068457323,-12.3246567,-53.3979049
1565.9842145017085,-12.2983619,-56.1040841
1565.9855221598684,-12.3389933,-56.5577607
1565.9868298202127,-12.3610746,-48.006621
1565.9881374827405,-12.3075243,-60.8199227
1565.9894451474524,-12.3376321,-56.5029827
1565.990752814348,-12.3601961,-58.3752616
1565.9920604834278,-12.3276792,-67.3174722
1565.9933681546913,-12.3428624,-59.5931118
1565.994675828139,-12.3639691,-51.8366779
1565.9959835037705,-12.3244686,-51.6556221
1565.9972911815858,-12.3169083,-58.4764581
1565.9985988615852,-12.380175,-60.239878
1565.9999065437682,-12.3572489,-52.1675657
1566.0012142281355,-12.3212859,-58.1845594
1566.0025219146867,-12.3736984,-54.0683156
1566.0038296034218,-12.40271,-53.8064439
1566.0051372943408,-12.3800234,-77.852936
1566.006444987444,-12.27733,-52.7606303
1566.007752682731,-12.259461,-54.3492236
1566.009060380202,-12.3731505,-54.3557095
1566.010368079857,-12.352541,-49.0238416
1566.0116757816963,-12.3071475,-62.835845
1566.0129834857191,-12.3142016,-65.0420141
1566.0142911919263,-12.2682608,-58.7840604
1566.0155989003172,-12.2823691,-52.2337755
1566.0169066108924,-12.3072258,-61.5721189
1566.0182143236514,-12.327445,-56.1905604
1566.0195220385947,-12.3573997,-53.946653
1566.0208297557217,-12.3317584,-59.2486895
1566.022137475033,-12.3454059,-55.7034124
1566.0234451965282,-12.3126751,-56.2481107
1566.0247529202077,-12.2264277,-56.9644041
1566.0260606460708,-12.2711244,-47.3188806
1566.0273683741184,-12.3013826,-50.2538192
1566.0286761043499,-12.2740411,-56.1300414
1566.0299838367655,-12.2970643,-54.1851977
1566.031291571365,-12.2773389,-55.1065503
1566.032599308149,-12.2731722,-51.800901
1566.0339070471166,-12.3017629,-56.0714691
1566.0352147882686,-12.2769814,-54.9385605
1566.0365225316045,-12.2881942,-49.1575562
1566.0378302771248,-12.2728773,-53.7303493
1566.039138024829,-12.2481907,-53.7518483
1566.0404457747175,-12.3346107,-50.3949173
1566.0417535267898,-12.33855,-54.0472233
1566.0430612810464,-12.2880435,-49.867511
1566.044369037487,-12.2765299,-64.8658025
1566.0456767961123,-12.2394518,-55.8910246
1566.0469845569212,-12.3002853,-58.2323967
1566.0482923199145,-12.3284053,-59.0266171
1566.0496000850917,-12.2933248,-51.5586971
1566.0509078524533,-12.3807351,-49.6206225
1566.0522156219988,-12.3596063,-52.7802084
1566.0535233937287,-12.2468119,-56.3868262
1566.0548311676425,-12.2534348,-57.5379796
1566.056138943741,-12.27554,-51.6953757
1566.0574467220233,-12.3030273,-66.1577432
1566.05875450249,-12.3059674,-54.2339112
1566.0600622851407,-12.2615848,-58.5320007
1566.0613700699757,-12.2978433,-50.254878
1566.0626778569947,-12.3377152,-51.7581344
1566.0639856461983,-12.2810947,-64.5113319
1566.0652934375858,-12.2842609,-53.9720202
1566.0666012311578,-12.3436365,-51.2136952
1566.0679090269139,-12.2549765,-54.847449
1566.0692168248543,-12.2023132,-54.3506841
1566.0705246249788,-12.2792907,-57.5361368
1566.0718324272877,-12.2480609,-54.3839963
1566.0731402317806,-12.2511347,-49.1686426
1566.074448038458,-12.2707738,-57.3159106
1566.07575584732,-12.1863132,-58.9694544
1566.0770636583657,-12.2620293,-51.5319161
1566.0783714715958,-12.2947492,-49.2545214
1566.07967928701,-12.2052241,-50.997979
1566.080987104609,-12.3302874,-57.2220546
1566.0822949243918,-12.3628036,-55.8411391
1566.0836027463595,-12.2011272,-63.3009165
1566.0849105705108,-12.2232316,-56.2126983
1566.086218396847,-12.3136222,-66.6166149
1566.0875262253671,-12.3181463,-65.5399397
1566.0888340560716,-12.2796541,-61.734257
1566.0901418889605,-12.2048306,-59.5851686
1566.0914497240337,-12.2308698,-52.1313905
1566.0927575612914,-12.3136605,-51.0506575
1566.0940654007334,-12.298875,-52.3570096
1566.0953732423595,-12.2810375,-56.0160496
1566.09668108617,-12.2830704,-54.676806
1566.097988932165,-12.2632267,-57.6274434
1566.0992967803445,-12.2923567,-71.149394
1566.100604630708,-12.3072657,-74.9013547
1566.1019124832562,-12.2703786,-64.0879376
1566.1032203379884,-12.2937638,-73.1994841
1566.1045281949055,-12.3234676,-52.9533041
1566.1058360540067,-12.2954462,-55.9699322
1566.1071439152922,-12.2943229,-53.9876195
1566.1084517787622,-12.3098688,-53.6529057
1566.1097596444167,-12.3105363,-63.5057245
1566.1110675122554,-12.3517178,-56.5521369
1566.112375382279,-12.3814216,-52.2362767
1566.1136832544864,-12.3756183,-55.9578409
1566.1149911288787,-12.3544784,-57.1239747
1566.1162990054552,-12.3352526,-57.5087666
1566.1176068842162,-12.3520089,-65.5426902
1566.1189147651614,-12.3523852,-57.0843779
1566.1202226482915,-12.4191114,-67.3704288
1566.121530533606,-12.5131253,-54.3342259
1566.1228384211047,-12.4473473,-46.4445291
1566.1241463107879,-12.4064239,-53.9541612
1566.1254542026556,-12.3981294,-57.6260699
1566.1267620967078,-12.3828806,-54.9771706
1566.1280699929446,-12.4438834,-55.4424345
1566.1293778913657,-12.3922746,-52.9815553
1566.1306857919715,-12.3974686,-55.2588504
1566.1319936947616,-12.4638558,-54.1430621
1566.1333015997366,-12.3707255,-63.3527841
1566.1346095068957,-12.4217623,-53.6160597
1566.1359174162394,-12.4564677,-57.1218057
1566.1372253277675,-12.3688469,-60.1840427
1566.1385332414804,-12.4351731,-58.0547531
1566.1398411573778,-12.4433791,-54.0619734
